H;X1;X2;X3;X4;X5;X6;X7;X8;q;sds;v2;x1;s1;gama;c;fi;hw;fss
4;3,6;1,62;0,45;0,45;0,28;0,18;0,9;2,34;15;0,7;1,53;0,46;0;20;0;36;7,6;1,238066515
9;8,55;2,14;0,45;0,35;0,9;1,08;1,71;1,71;5;1;5,96;1,98;90;19;20;30;4,5;1,23910016
7;5,95;1,79;0,3;0,3;1,05;0,47;0,6;2,68;5;1,4;3,86;1,52;0;20;0;40;7;1,239318127
6;8,4;3,36;0,4;0,3;0,48;0,41;0,84;0,42;15;1,3;4,64;0,89;60;20;0;40;10,2;1,239530744
5;7,75;1,16;0,45;0,45;0,5;0,1;0,39;3,1;10;1,7;6,14;0,6;0;19;20;30;2,5;1,240098888
10;7,5;1,88;0,5;0,45;0,7;0,45;1,5;1,12;0;1,4;5,12;1,15;200;19;20;30;13,75;1,240125863
10;9;4,05;0,55;0,3;1,2;0,48;2,7;5,4;15;0,8;4,4;1,68;40;19;20;30;5;1,240631064
9;8,55;2,99;0,4;0,4;1,53;0,31;0,43;4,7;0;1,7;5,16;1,84;0;19;20;30;17,55;1,240862173
8;3,2;0,8;0,45;0,3;0,56;0,14;0,48;1,12;15;0,9;1,95;0,7;53,33;20;0;40;8;1,240868901
8;4,4;0,88;0,55;0,55;0,88;0,97;1,1;0,44;20;0,9;2,97;1,85;0;17;40;20;0;1,242128264
7;9,1;3,19;0,3;0,3;1,26;1,2;1,36;5,92;15;1,4;5,61;2,46;0;18;30;26;3,5;1,242476215
9;8,55;2,14;0,3;0,3;1,44;0,72;0,43;4,28;5;1,2;6,11;2,16;0;18;30;26;4,5;1,242610657
7;7;1,05;0,55;0,4;1,05;0,63;2,1;2,1;5;1;5,4;1,68;46,67;20;0;36;7;1,24297949
4;7,2;1,8;0,4;0,35;0,68;0,61;1,8;4,68;10;1,6;5;1,29;80;19;20;30;0;1,243196663
10;4,5;0,9;0,5;0,4;1,3;0,97;0,9;1,8;15;1,4;3,1;2,27;100;19;20;30;14,5;1,243855742
10;9;3,6;0,55;0,35;1,4;1,54;0,9;0;5;1,5;4,85;2,94;50;17;40;20;14,5;1,245653787
8;7,2;2,52;0,5;0,4;1,28;1,09;1,44;3,24;0;1,5;4,18;2,37;80;19;20;30;8;1,246779278
10;4,5;0,67;0,5;0,45;1,8;0,63;0,23;0,45;15;1,4;3,33;2,43;200;19;20;30;12,25;1,248226335
10;10;1,5;0,55;0,5;1,4;1,05;1;1;20;1,5;7,95;2,45;200;19;20;30;20;1,249086088
10;4,5;1,58;0,55;0,55;1,5;0,45;0,45;2,03;10;1,4;2,37;1,95;0;20;0;40;14,5;1,249882568
5;3,5;0,88;0,4;0,4;0,55;0,61;0,53;2,45;10;0,9;2,22;1,16;0;20;0;36;6,75;1,250672271
6;4,8;0,96;0,6;0,5;0,48;0,38;1,44;2,16;10;1,1;3,24;0,86;60;20;0;40;8,4;1,250738198
4;8,6;3,44;0,5;0,5;0,6;0,45;0,86;3,87;10;1,4;4,66;1,05;0;19;20;30;0;1,250847256
6;8,1;3,24;0,3;0,3;0,54;0,43;0,41;5,27;20;1,4;4,56;0,97;0;20;0;40;10,05;1,251419948
9;7,2;1,44;0,3;0,3;0,54;0,62;0,72;4,68;20;1,4;5,46;1,16;0;17;40;20;9;1,251589851
5;2;0,4;0,6;0,35;0,6;0,33;0,6;1,2;20;1;1;0,93;20;20;0;40;5;1,252517251
7;10;3,5;0,45;0,45;0,56;0,36;1;4,5;10;1,2;6,05;0,92;0;19;20;30;3,5;1,252951396
10;5;2;0,35;0,35;1,3;0,65;0,5;0,25;15;1;2,65;1,95;0;18;30;26;5;1,253631701
6;7,8;2,73;0,3;0,3;0,42;0,11;1,17;0,78;20;0,6;4,77;0,53;0;20;0;40;3;1,253737064
8;5,6;0,84;0,35;0,3;1,04;1,14;1,4;2,24;20;1,3;4,41;2,18;160;17;40;20;4;1,25381006
10;8,5;1,27;0,35;0,35;1,4;0,98;0,85;4,67;15;1,3;6,88;2,38;0;20;0;40;10;1,254620544
5;7,25;1,81;0,55;0,3;0,75;0,49;0,36;1,81;10;1,8;4,89;1,24;20;17;40;20;0;1,254819073
6;8,7;3,48;0,35;0,35;1,02;1,22;2,61;0,43;15;0,9;4,87;2,24;0;20;0;40;3;1,255241401
5;9,75;3,41;0,55;0,35;0,5;0,33;2,44;5,36;10;1,4;5,79;0,83;25;20;0;40;14,75;1,255640433
8;2,4;0,6;0,5;0,3;0,88;0,44;0,6;1,44;5;1,7;1,3;1,32;40;18;30;26;8;1,255677956
6;3,9;1,56;0,4;0,4;0,96;0,53;0,58;0,2;10;1,3;1,94;1,49;0;20;0;40;7,95;1,258475408
9;6,75;2,02;0,5;0,35;0,81;0,45;2,02;0,34;5;1,2;4,23;1,26;60;18;30;26;4,5;1,258805123
4;2;0,7;0,3;0,3;0,44;0,51;0,5;0,1;10;0,9;1;0,95;0;20;0;36;5;1,259130549
9;6,75;1,69;0,45;0,4;1,35;0,41;1,01;0,34;15;0,9;4,61;1,76;180;19;20;30;4,5;1,260097763
8;8;2,8;0,55;0,45;1,28;0,83;0,4;1,2;15;1,3;4,65;2,11;80;18;30;26;4;1,26098995
9;7,65;3,44;0,4;0,35;1,35;1,08;1,15;3,06;5;1,5;3,81;2,43;180;17;40;20;9;1,261959933
8;7,6;2,66;0,45;0,45;0,8;0,6;0,76;0,38;10;1,3;4,49;1,4;0;17;40;20;4;1,262397992
4;10;4,5;0,4;0,4;0,24;0,14;3;2,5;5;1;5,1;0,38;0;20;0;40;2;1,262674435
5;5;1,5;0,45;0,45;0,6;0,63;0,25;2,75;5;1,5;3,05;1,23;0;20;0;40;10;1,262962281
10;4;1,4;0,55;0,45;0,9;0,58;0,4;1,6;15;1,4;2,05;1,48;100;17;40;20;12;1,263240519
4;4,6;0,92;0,35;0,35;0,32;0,29;0,92;2,76;5;1;3,33;0,61;0;20;0;36;8,6;1,264262296
5;8,25;2,48;0,4;0,4;0,3;0,04;1,65;5,36;10;1,4;5,37;0,34;0;18;30;26;0;1,264788689
8;8;2;0,3;0,3;0,88;0,48;1,2;1,6;0;1,7;5,7;1,36;0;19;20;30;16;1,265800449
8;5,2;2,34;0,35;0,3;1,44;0,36;0,52;0,26;20;0,8;2,51;1,8;160;20;0;40;4;1,266737538
8;8;2,8;0,45;0,45;1,28;1,15;0,4;5,2;5;1,6;4,75;2,43;0;20;0;40;16;1,268373738
8;3,2;0,96;0,6;0,3;0,72;0,79;0,64;0,96;0;0,6;1,64;1,51;26,67;20;0;36;9,6;1,269705011
7;2,45;0,86;0,3;0,3;1,05;0,73;0,49;0,61;5;1;1,29;1,78;0;20;0;36;8,225;1,270196411
6;4,2;1,68;0,45;0,4;0,54;0,51;1,26;0,63;5;1,4;2,07;1,05;120;19;20;30;3;1,270251771
5;8,25;3,71;0,5;0,4;0,85;0,59;2,06;0,41;0;1;4,04;1,44;50;20;0;40;2,5;1,271069111
10;8;1,2;0,45;0,3;1,1;1,27;0,8;4,4;15;1,5;6,35;2,37;66,67;18;30;26;18;1,271132941
6;4,5;0,67;0,35;0,35;0,78;0,62;0,45;2,7;15;1,2;3,48;1,4;0;20;0;40;10,5;1,271910179
4;2,6;0,39;0,5;0,35;0,24;0,22;0,52;0,39;15;1;1,71;0,46;26,67;20;0;40;6,6;1,272009812
9;7,65;3,06;0,4;0,4;1,08;0,59;1,53;4,59;15;1,1;4,19;1,67;0;18;30;26;4,5;1,27201671
7;6,65;2,66;0,3;0,3;1,05;0,73;0,33;4,32;15;1,5;3,69;1,78;0;17;40;20;3,5;1,272585752
9;4,95;1,98;0,35;0,3;1,26;0,32;0,25;0,74;15;1,5;2,62;1,58;180;17;40;20;11,475;1,272981487
8;9,6;4,32;0,45;0,3;0,88;0,22;0,48;4,32;15;1;4,83;1,1;53,33;20;0;36;17,6;1,273233999
7;8,75;2,62;0,4;0,35;0,42;0,21;2,19;5,69;10;1,6;5,73;0,63;140;19;20;30;7;1,274146819
7;9,8;2,45;0,5;0,4;0,49;0,22;1,96;0,49;20;1,5;6,85;0,71;70;19;20;30;16,8;1,276234103
8;9,6;1,92;0,45;0,3;0,72;0,72;1,44;3,36;20;1,5;7,23;1,44;53,33;19;20;30;17,6;1,276631928
10;8;2;0,55;0,45;1,8;1,8;1,6;0;15;1,3;5,45;3,6;100;17;40;20;10;1,277265209
9;9;1,8;0,45;0,4;0,9;0,63;2,7;0,9;0;1,7;6,75;1,53;180;18;30;26;18;1,277512931
8;8,4;2,52;0,55;0,3;1,44;0,22;0,42;0;15;1,1;5,33;1,66;32;20;0;36;12,2;1,277656624
9;9,9;4,46;0,45;0,4;0,81;0,49;2,48;2,97;15;1,5;4,99;1,3;180;18;30;26;9;1,278636802
6;4,2;0,84;0,45;0,4;0,72;0,07;1,26;1,47;15;0,6;2,91;0,79;120;18;30;26;0;1,278838547
10;8;1,2;0,3;0,3;0,8;0,92;0,8;1,6;0;1,3;6,5;1,72;0;19;20;30;18;1,280020239
7;6,65;1,33;0,35;0,3;0,56;0,48;1,66;4,65;15;0,6;4,97;1,04;140;17;40;20;0;1,280411725
10;7,5;3;0,5;0,5;0,8;0,4;1,88;4,5;5;0,8;4;1,2;0;20;0;36;17,5;1,280543943
10;4,5;0,67;0,35;0,3;1,7;0,17;0,68;0,68;20;0,7;3,48;1,87;200;19;20;30;5;1,280955182
4;3;1,35;0,45;0,3;0,72;0,47;0,9;0;5;1,1;1,2;1,19;26,67;20;0;40;2;1,281215947
8;7,6;1,9;0,5;0,4;1,36;0,61;0,38;1,9;20;1;5,2;1,97;80;20;0;36;8;1,281498431
5;9,5;3,8;0,3;0,3;0,9;0,09;1,9;6,17;5;1;5,4;0,99;0;20;0;36;5;1,283546503
8;9,6;3,36;0,55;0,45;0,8;0,4;0,48;6,72;20;1,7;5,69;1,2;80;18;30;26;12,8;1,283984951
5;8,25;1,24;0,35;0,35;0,3;0,03;2,48;1,65;10;1,5;6,66;0,33;0;20;0;40;13,25;1,284326573
6;2,1;0,42;0,6;0,3;0,84;0,59;0,32;0,53;0;1,3;1,08;1,43;20;20;0;40;6;1,284536965
6;9,3;1,86;0,4;0,4;0,6;0,42;1,86;5,58;15;1,8;7,04;1,02;0;19;20;30;15,3;1,284637026
9;7,65;3,44;0,3;0,3;0,54;0,22;1,53;2,3;10;1,5;3,91;0,76;0;18;30;26;9;1,285783067
5;7,25;2,54;0,6;0,5;0,65;0,58;1,45;0,73;5;1,4;4,11;1,23;50;20;0;40;8,625;1,286561765
7;3,85;1,54;0,55;0,55;0,49;0,47;0,96;0,77;20;0,9;1,76;0,96;0;20;0;40;10,85;1,287172597
9;3,6;1,08;0,3;0,3;0,63;0,35;0,9;1,62;10;1,3;2,22;0,98;0;19;20;30;10,8;1,287496695
10;8,5;1,7;0,6;0,5;1,2;1,08;1,7;4,67;10;1,5;6,2;2,28;100;18;30;26;14,25;1,287613225
8;3,2;1,44;0,4;0,3;1,36;0;0;0;15;1,6;1,36;1,36;80;19;20;30;11,2;1,28776219
9;6,3;0,94;0,55;0,35;0,63;0,41;0,95;2,21;20;1,5;4,81;1,04;45;18;30;26;15,3;1,287812741
5;3,5;1,4;0,3;0,3;0,75;0,08;0,7;1,75;5;0,6;1,8;0,83;0;20;0;40;2,5;1,289189244
9;8,1;1,62;0,4;0,3;0,9;0,27;0,81;4,86;0;1,7;6,08;1,17;90;18;30;26;17,1;1,289386237
4;8,8;2,64;0,55;0,55;0,52;0,13;1,76;0;20;1,8;5,61;0,65;0;18;30;26;0;1,290004061
4;8;1,2;0,6;0,45;0,6;0,42;0,4;3,6;5;1,3;6,2;1,02;26,67;20;0;36;8;1,291060688
5;9;2,7;0,5;0,4;0,8;0,32;1,8;5,85;10;1,2;5,8;1,12;50;20;0;36;14;1,292525845
6;6,3;2,52;0,3;0,3;0,6;0,69;0,63;2,52;10;1,1;3,48;1,29;0;20;0;40;12,3;1,292557351
8;7,6;1,14;0,5;0,35;1,44;0,5;0,76;3,42;5;1,6;5,96;1,94;53,33;19;20;30;15,6;1,292571321
8;3,6;1,62;0,35;0,3;0,72;0,65;0,18;1,44;15;1,4;1,63;1,37;160;19;20;30;8;1,293486664
6;3;0,6;0,6;0,3;0,72;0,72;0,15;0,6;20;1,8;1,8;1,44;20;19;20;30;7,5;1,293969273
7;2,1;0,32;0,45;0,3;1,19;0,12;0,53;0,94;0;0,8;1,33;1,31;46,67;20;0;36;7;1,294148824
9;8,55;2,99;0,4;0,3;1,62;0,49;0,43;3,42;5;1;5,16;2,11;90;20;0;36;17,55;1,294360399
9;5,4;1,35;0,5;0,3;0,9;0;0;0;5;1,4;3,55;0,9;45;19;20;30;11,7;1,29445084
8;5,2;2,34;0,4;0,4;1,44;0,5;0,26;1,04;10;1,3;2,46;1,94;0;20;0;40;10,6;1,294563458
9;9,9;3,96;0,45;0,4;1,53;0,08;1,49;2,48;0;1,2;5,49;1,61;180;18;30;26;4,5;1,294972458
7;10;3;0,5;0,4;0,77;0,27;1,5;4,5;20;1,1;6,5;1,04;70;19;20;30;3,5;1,294982641
5;9,75;3,9;0,35;0,35;0,3;0,07;1,95;4,39;5;1,1;5,5;0,37;0;20;0;36;9,875;1,295077602
10;3;1,35;0,45;0,45;1,2;0,78;0,3;0,6;5;0,6;1,2;1,98;0;19;20;30;5;1,295659092
9;10;1,5;0,3;0,3;1,44;1,01;0,5;7;10;1,1;8,2;2,45;0;18;30;26;4,5;1,29631249
6;2,4;0,48;0,5;0,35;0,9;0,09;0,36;1,68;20;1;1,42;0,99;40;17;40;20;0;1,296371024
7;3,5;1,05;0,55;0,3;0,77;0;0;0;20;1,6;1,9;0,77;28;19;20;30;10,5;1,296714802
6;8,4;3,78;0,3;0,3;0,78;0,78;1,26;2,52;20;1,5;4,32;1,56;0;18;30;26;3;1,297082339
4;4,8;1,92;0,55;0,4;0,24;0,04;0,72;3,36;15;1,7;2,33;0,28;26,67;19;20;30;2;1,297619511
6;5,4;1,08;0,45;0,35;0,42;0,29;0,81;2,97;20;0,6;3,87;0,71;60;18;30;26;0;1,297803128
7;5,25;1,31;0,5;0,35;0,98;1,13;1,57;2,1;5;1,5;3,44;2,11;46,67;18;30;26;3,5;1,297949696
4;2,8;0,42;0,55;0,45;0,44;0,22;0,14;0,28;20;1,1;1,83;0,66;40;20;0;40;4;1,298463117
10;8;2,4;0,4;0,4;1,6;1,84;1,2;4;5;0,8;5,2;3,44;0;20;0;40;5;1,298615526
10;9;1,35;0,45;0,45;1;0,75;1,8;3,6;0;0,9;7,2;1,75;0;20;0;36;19;1,29863699
10;4;0,6;0,4;0,4;0,9;0,95;0,6;2,2;20;0,7;3;1,85;0;18;30;26;5;1,299354229
7;9,45;2,36;0,45;0,4;0,7;0,14;1,89;3,31;15;1,8;6,64;0,84;140;18;30;26;11,725;1,301177615
8;8;2,8;0,55;0,55;0,48;0,36;0,8;4,4;10;1,4;4,65;0,84;0;19;20;30;16;1,301383864
10;6;1,8;0,45;0,4;1,3;1,43;1,5;0,6;10;1,3;3,75;2,73;200;19;20;30;13;1,301601973
10;9,5;2,85;0,5;0,5;1;1,15;0,95;4,75;20;1,4;6,15;2,15;0;17;40;20;19,5;1,301901542
10;3;0,45;0,3;0,3;1,7;0,85;0,45;2,1;10;1,5;2,25;2,55;0;18;30;26;13;1,302512183
8;9,2;3,22;0,4;0,35;1,04;1,09;2,76;5,98;15;1,7;5,58;2,13;160;18;30;26;12,6;1,302640564
5;9,25;1,39;0,55;0,45;0,55;0;0;0;0;1,7;7,31;0,55;50;20;0;40;9,625;1,302663976
6;7,2;1,44;0,6;0,5;0,84;0,34;1,44;4,68;20;1,3;5,16;1,18;60;19;20;30;3;1,302772742
7;8,05;3,22;0,6;0,55;0,63;0,44;2,01;5,23;0;0,8;4,23;1,07;140;17;40;20;0;1,302818362
10;4;1,6;0,45;0,4;1,4;0,07;1;0,8;15;0,9;1,95;1,47;200;17;40;20;5;1,302886415
10;3,5;0,88;0,4;0,4;1,2;1,32;0,88;1,05;20;1,4;2,22;2,52;0;18;30;26;11,75;1,303150099
5;8,5;3,4;0,55;0,55;0,4;0,32;1,28;2,97;10;1,2;4,55;0,72;0;18;30;26;0;1,303339687
8;5,6;1,4;0,5;0,4;1,12;1,29;1,68;0,28;20;1,1;3,7;2,41;80;20;0;36;13,6;1,303577542
7;7;1,05;0,55;0,45;1,26;1,26;0,7;3,5;0;1,7;5,4;2,52;70;19;20;30;7;1,303732815
4;10;1,5;0,5;0,4;0,28;0;0;0;20;1,8;8;0,28;40;20;0;40;14;1,303831917
10;8;3,6;0,55;0,3;1,5;0,75;0,4;0;10;1,1;3,85;2,25;40;20;0;36;14;1,303863885
4;8,8;3,52;0,4;0,3;0,32;0,29;0,44;5,28;15;0,9;4,88;0,61;40;20;0;36;4;1,304064934
6;1,8;0,36;0,55;0,4;0,36;0,09;0,27;0,09;15;1,6;0,89;0,45;40;18;30;26;3;1,30512741
9;8,55;3,85;0,35;0,3;0,63;0,19;0,86;3,85;15;1;4,35;0,82;180;20;0;40;13,275;1,305332786
9;5,85;1,46;0,35;0,35;0,54;0,51;0,58;2,92;10;0,9;4,04;1,05;0;18;30;26;4,5;1,305647572
10;8;2,8;0,6;0,45;1,2;0,06;0,4;5,2;5;1,4;4,6;1,26;66,67;18;30;26;10;1,305912651
10;4,5;0,67;0,5;0,5;0,7;0,28;0,68;1,12;20;0,8;3,33;0,98;0;20;0;40;14,5;1,306455899
8;8,4;2,52;0,3;0,3;0,56;0,14;0,84;2,1;5;1;5,58;0,7;0;20;0;40;8;1,306477882
6;8,7;2,61;0,55;0,35;0,66;0,63;1,3;4,78;5;1,3;5,54;1,29;30;20;0;40;14,7;1,306790824
7;6,3;1,57;0,6;0,35;1,05;0,16;1,57;4,41;5;1,5;4,13;1,21;28;17;40;20;3,5;1,307228848
7;9,8;2,94;0,5;0,5;0,63;0;0;0;5;0,6;6,36;0,63;0;20;0;40;3,5;1,307455888
10;9,5;3,8;0,35;0,35;0,7;0,28;0,95;3,33;15;0,8;5,35;0,98;0;17;40;20;5;1,307603787
9;8,1;2,43;0,3;0,3;1,17;1,4;0,41;3,24;20;1,4;5,37;2,57;0;18;30;26;9;1,308762563
8;5,6;2,52;0,35;0,3;1,04;0,83;1,68;0,28;0;1,2;2,73;1,87;160;20;0;40;10,8;1,30955755
6;4,8;1,44;0,4;0,4;0,42;0,34;0,96;1,92;0;1,8;2,96;0,76;0;19;20;30;8,4;1,310089302
6;2,7;0,95;0,3;0,3;0,66;0,2;0,41;1,49;5;1,7;1,45;0,86;0;17;40;20;3;1,310267144
6;4,5;1,12;0,55;0,55;0,84;0,38;1,35;1,58;5;0,7;2,83;1,22;0;18;30;26;0;1,310285937
7;3,85;1,54;0,5;0,3;1,19;1,37;0,19;2,69;20;1;1,81;2,56;35;17;40;20;0;1,310298986
10;5,5;2,2;0,3;0,3;1;0,65;1,65;3,57;20;1,3;3;1,65;0;17;40;20;12,75;1,310857928
6;6,6;1,32;0,55;0,55;1,08;0,81;0,33;0,99;15;1,7;4,73;1,89;0;19;20;30;6;1,313084045
10;7;2,1;0,35;0,3;0,9;0,49;1,05;4,9;10;0,7;4,55;1,39;200;20;0;36;17;1,313216332
10;7,5;3;0,45;0,35;0,6;0,54;0,75;3,75;0;0,6;4,05;1,14;100;20;0;36;13,75;1,313496998
6;3,9;1,56;0,5;0,4;1,08;1,24;0,58;2,34;5;1,1;1,84;2,32;60;20;0;36;7,95;1,315874082
9;5,85;2,05;0,6;0,35;0,9;0,54;1,75;1,46;5;1,5;3,2;1,44;36;18;30;26;11,925;1,316109732
7;2,8;1,26;0,6;0,3;0,84;0,59;0,28;0,98;20;1,6;0,94;1,43;23,33;17;40;20;7;1,317149906
7;7,35;2,57;0,3;0,3;0,42;0,17;1,1;1,1;20;1,4;4,48;0,59;0;19;20;30;7;1,318049004
10;5;1,5;0,6;0,55;0,6;0,72;1,5;1;0;0,9;2,9;1,32;200;20;0;40;12,5;1,318329824
